image,label
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_1229_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Fake/fake_11776_output.jpeg,0
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Fake/fake_10854_output.jpeg,0
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Fake/fake_10833_output.jpeg,0
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_10326_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_14433_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Fake/fake_14398_output.jpeg,0
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Fake/fake_12919_output.jpeg,0
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Fake/fake_10386_output.jpeg,0
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_10041_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_13142_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Fake/fake_13573_output.jpeg,0
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_13971_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_12369_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Fake/fake_11562_output.jpeg,0
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Fake/fake_13919_output.jpeg,0
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Fake/fake_12684_output.jpeg,0
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Fake/fake_12248_output.jpeg,0
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_11403_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_12288_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Fake/fake_10649_output.jpeg,0
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_14493_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Fake/fake_12239_output.jpeg,0
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_11083_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_10276_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Fake/fake_12310_output.jpeg,0
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_1228_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_10826_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Fake/fake_12329_output.jpeg,0
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Fake/fake_12461_output.jpeg,0
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_13232_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_10644_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_11928_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_13006_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Fake/fake_10024_output.jpeg,0
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_13248_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Fake/fake_11671_output.jpeg,0
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_13866_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_12490_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_11181_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Fake/fake_12967_output.jpeg,0
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_13495_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_12782_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Fake/fake_1171_output.jpeg,0
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_13171_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_14479_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_11124_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Fake/fake_12961_output.jpeg,0
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_13730_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Fake/fake_10831_output.jpeg,0
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Fake/fake_11055_output.jpeg,0
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Fake/fake_12279_output.jpeg,0
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Fake/fake_10227_output.jpeg,0
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Fake/fake_14179_output.jpeg,0
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Fake/fake_10557_output.jpeg,0
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Fake/fake_13007_output.jpeg,0
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_10196_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_12016_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_10066_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Fake/fake_12724_output.jpeg,0
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Fake/fake_13240_output.jpeg,0
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Fake/fake_1250_output.jpeg,0
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Fake/fake_1234_output.jpeg,0
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_11799_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Fake/fake_12402_output.jpeg,0
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_10932_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_10285_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_13211_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_1150_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Fake/fake_10083_output.jpeg,0
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_10304_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_10663_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_13261_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_13393_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Fake/fake_13027_output.jpeg,0
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Fake/fake_14187_output.jpeg,0
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Fake/fake_12194_output.jpeg,0
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_14336_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Fake/fake_13462_output.jpeg,0
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_14225_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_11714_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Fake/fake_13634_output.jpeg,0
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_12793_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_1315_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Fake/fake_14156_output.jpeg,0
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_13570_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_11950_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Fake/fake_10897_output.jpeg,0
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_13163_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Fake/fake_13008_output.jpeg,0
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Fake/fake_12142_output.jpeg,0
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_10125_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Fake/fake_13287_output.jpeg,0
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_11311_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_12182_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Fake/fake_10190_output.jpeg,0
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Fake/fake_1008_output.jpeg,0
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_12482_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_14184_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_11587_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Fake/fake_12296_output.jpeg,0
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Fake/fake_14197_output.jpeg,0
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_13970_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_13084_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_11523_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Fake/fake_1342_output.jpeg,0
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_11772_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_10148_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Fake/fake_13752_output.jpeg,0
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_11854_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Fake/fake_12898_output.jpeg,0
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_106_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Fake/fake_11324_output.jpeg,0
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_11942_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Fake/fake_12765_output.jpeg,0
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Fake/fake_14306_output.jpeg,0
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Fake/fake_13700_output.jpeg,0
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Fake/fake_12988_output.jpeg,0
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Fake/fake_11251_output.jpeg,0
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_14381_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_13275_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_14210_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_11717_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_13764_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Fake/fake_10662_output.jpeg,0
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Fake/fake_11848_output.jpeg,0
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Fake/fake_13620_output.jpeg,0
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_12590_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_10880_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_13193_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_12917_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Fake/fake_11363_output.jpeg,0
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Fake/fake_1225_output.jpeg,0
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_11860_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Fake/fake_13928_output.jpeg,0
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Fake/fake_13976_output.jpeg,0
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Fake/fake_14497_output.jpeg,0
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_13993_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_11660_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_13033_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Fake/fake_12900_output.jpeg,0
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_14152_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Fake/fake_13205_output.jpeg,0
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Fake/fake_12252_output.jpeg,0
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Fake/fake_11062_output.jpeg,0
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Fake/fake_10711_output.jpeg,0
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Fake/fake_12287_output.jpeg,0
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Fake/fake_11176_output.jpeg,0
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Fake/fake_10501_output.jpeg,0
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Fake/fake_10893_output.jpeg,0
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Fake/fake_14404_output.jpeg,0
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Fake/fake_10292_output.jpeg,0
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Fake/fake_10678_output.jpeg,0
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_12770_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Fake/fake_14137_output.jpeg,0
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Fake/fake_10246_output.jpeg,0
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_12959_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Fake/fake_11832_output.jpeg,0
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_11795_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_10274_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_12132_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_11321_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_13682_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Fake/fake_1052_output.jpeg,0
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Fake/fake_1156_output.jpeg,0
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Fake/fake_13259_output.jpeg,0
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_10539_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Fake/fake_11862_output.jpeg,0
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Fake/fake_10507_output.jpeg,0
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_13798_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Fake/fake_10626_output.jpeg,0
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Fake/fake_12713_output.jpeg,0
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Fake/fake_1288_output.jpeg,0
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_14156_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Fake/fake_1185_output.jpeg,0
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Fake/fake_13937_output.jpeg,0
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_11170_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Fake/fake_13018_output.jpeg,0
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_14190_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_11813_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_10167_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Fake/fake_11093_output.jpeg,0
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Fake/fake_13418_output.jpeg,0
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_13769_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Fake/fake_11076_output.jpeg,0
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Fake/fake_13095_output.jpeg,0
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_10938_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Fake/fake_12292_output.jpeg,0
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_12332_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_12028_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_10916_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_12697_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Fake/fake_1375_output.jpeg,0
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_12366_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_1041_output.jpeg,1
